City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
349,okakarara,-20.5833,17.4333,27.62,20,92,5.31,NA,1730745047
350,omaruru,-21.4333,15.9333,23.14,20,0,4.09,NA,1730745048
351,lisakovsk,52.5369,62.4936,-1.23,63,100,3.68,KZ,1730745049
352,lompoc,34.6391,-120.4579,21.19,52,0,2.06,US,1730745050
353,gwanda,-20.9333,29.0,25.59,15,1,3.27,ZW,1730745051
354,lake carmel,41.4615,-73.671,13.7,60,0,3.09,US,1730745052
355,aripuana,-9.1667,-60.6333,29.33,66,100,1.94,BR,1730745053
356,mar del plata,-38.0023,-57.5575,19.01,74,0,2.06,AR,1730745054
357,salina,38.8403,-97.6114,14.61,94,100,3.09,US,1730744844
358,tabuk,17.4189,121.4443,22.56,94,36,2.14,PH,1730745058
359,vila do maio,15.1333,-23.2167,26.31,75,51,7.69,CV,1730745059
360,chaohu,31.6,117.8667,13.71,64,97,2.24,CN,1730745060
361,el calafate,-50.3408,-72.2768,9.92,46,6,5.99,AR,1730745061
362,holualoa,19.6228,-155.9522,24.93,82,0,0.0,US,1730745062
363,arkhangel'sk,64.5401,40.5433,1.06,100,100,5.0,RU,1730744912
364,altay,47.8667,88.1167,4.03,56,18,3.65,CN,1730745064
365,cabo san lucas,22.8909,-109.9124,26.17,47,0,5.66,MX,1730744875
366,okha,53.5739,142.9478,-3.04,83,59,4.83,RU,1730744892
367,altai,46.3722,96.2583,-3.62,62,9,1.29,MN,1730745069
368,xinmin,41.9908,122.8253,0.85,48,0,3.32,CN,1730745070
369,nasirabad,26.3,74.7333,24.12,32,0,2.66,IN,1730745071
370,morant bay,17.8815,-76.4093,27.09,87,100,6.04,JM,1730745072
371,castelli,-25.9468,-60.6195,33.72,41,86,1.86,AR,1730745073
372,cam pha mines,21.0167,107.3,20.26,87,100,1.84,VN,1730745074
373,antofagasta,-23.65,-70.4,18.6,75,26,4.76,CL,1730745075
374,nagqu,31.5,92.0,-2.11,28,100,1.57,CN,1730745076
375,zalingei,12.9096,23.4741,25.83,27,60,1.71,SD,1730745077
376,acapulco de juarez,16.8634,-99.8901,29.9,74,40,0.0,MX,1730745052
377,maragogi,-9.0122,-35.2225,26.5,58,7,4.33,BR,1730745080
378,khandyga,62.6667,135.6,-24.52,100,79,0.17,RU,1730745081
379,oyama,36.3,139.8,15.8,70,3,0.8,JP,1730745082
380,badiyah,22.45,58.8,25.6,46,3,1.43,OM,1730745083
381,tuban,-6.8976,112.0649,26.23,82,100,1.94,ID,1730745084
382,bucerias,20.75,-105.3333,29.43,69,20,3.09,MX,1730745085
383,joal-fadiout,14.1667,-16.8333,29.01,64,0,4.12,SN,1730745086
384,canatlan,24.5167,-104.7833,23.12,20,0,9.81,MX,1730745087
385,gadzhiyevo,69.2551,33.3362,-0.36,77,97,8.65,RU,1730745088
386,fort payne,34.4442,-85.7197,20.95,69,40,5.14,US,1730745089
387,kidal,18.4411,1.4078,28.09,16,0,4.8,ML,1730745090
388,tukrah,32.5341,20.5791,19.27,73,0,3.56,LY,1730745092
389,aykhal,66.0,111.5,-17.44,97,100,6.87,RU,1730745093
390,rocky mountain house,52.3668,-114.9188,-1.94,74,100,1.54,CA,1730745094
391,jacmel,18.2342,-72.5347,26.32,87,100,4.5,HT,1730745095
392,vorkuta,67.5,64.0,-3.99,92,100,7.98,RU,1730745097
393,pontes e lacerda,-15.2261,-59.3353,31.17,54,83,5.01,BR,1730745098
394,lapinlahti,65.5833,30.5667,-2.48,82,23,4.01,RU,1730745099
395,luderitz,-26.6481,15.1594,14.66,46,5,15.47,NA,1730745100
396,puerto la cruz,10.2167,-64.6167,27.88,78,100,4.37,VE,1730745101
397,ulladulla,-35.35,150.4667,15.16,84,100,1.21,AU,1730745102
398,kyaikkami,16.08,97.5675,26.46,77,59,3.32,MM,1730745104
399,kupang,-10.1667,123.5833,28.32,83,20,3.6,ID,1730745105
400,salacgriva,57.7536,24.3581,6.26,70,100,5.69,LV,1730745106
401,huilong,31.8111,121.655,15.01,69,100,5.16,CN,1730745107
402,upington,-28.4478,21.2561,15.21,25,0,8.23,ZA,1730745108
403,wewak,-3.5534,143.6268,26.16,83,88,2.43,PG,1730745109
404,kamiiso,41.8167,140.65,5.21,87,100,1.54,JP,1730745110
405,cockburn town,21.4612,-71.1419,28.07,80,100,8.92,TC,1730745111
406,fabens,31.5023,-106.1586,12.55,29,77,12.36,US,1730745112
407,sitangkai,4.6628,119.3928,27.83,77,100,2.5,PH,1730745113
408,kaset sombun,16.2805,101.9542,22.23,85,95,2.09,TH,1730745114
409,margate,51.3813,1.3862,10.49,86,100,3.53,GB,1730745032
410,mehun-sur-yevre,47.1378,2.2111,12.27,83,0,2.51,FR,1730745117
411,selfoss,63.9331,-20.9971,7.8,88,100,3.47,IS,1730745118
412,abadan,30.3392,48.3043,24.97,50,20,0.0,IR,1730745119
413,karratha,-20.7377,116.8463,30.67,28,0,4.13,AU,1730745077
414,yerofey pavlovich,53.9667,121.9667,-13.79,88,2,1.79,RU,1730745121
415,hami,42.8,93.45,9.41,30,0,1.13,CN,1730745122
416,hailun,47.45,126.9333,-1.47,62,100,0.84,CN,1730745123
417,rabaul,-4.1967,152.1721,26.27,78,100,1.26,PG,1730745124
418,zhukovka,53.534,33.728,-2.56,89,87,5.02,RU,1730745125
419,canton,23.1167,113.25,23.54,57,97,4.68,CN,1730745126
420,proletariy,58.4342,31.7046,-0.79,88,16,4.16,RU,1730745128
421,christchurch,-43.5333,172.6333,14.97,84,40,2.06,NZ,1730744855
422,kas,36.2018,29.6377,18.16,78,1,3.52,TR,1730745130
423,javanrud,34.7961,46.5172,10.41,86,0,1.51,IR,1730745131
424,alotau,-10.3069,150.4462,23.82,95,56,0.87,PG,1730745132
425,leeton,-34.5667,146.4,12.27,55,0,1.95,AU,1730745133
426,kill devil hills,36.0307,-75.676,20.55,76,0,6.17,US,1730745134
427,darwin,-12.4611,130.8418,25.99,89,99,0.0,AU,1730745004
428,miranda,3.2499,-76.2281,25.35,69,100,2.14,CO,1730745136
429,kirakira,-10.4544,161.9205,26.24,88,91,2.18,SB,1730745137
430,razole,16.4833,81.8333,22.99,78,71,1.15,IN,1730745138
431,kambove,-10.8764,26.5969,17.74,94,100,2.74,CD,1730745140
432,igarka,67.4667,86.5833,-7.45,93,17,5.48,RU,1730745141
433,umba,66.6871,34.3429,-0.42,76,27,6.56,RU,1730745142
434,vadso,70.0744,29.7487,-0.91,86,75,5.66,NO,1730745143
435,zhangjiakou shi xuanhua qu,40.6103,115.0447,2.05,36,2,1.44,CN,1730745144
436,iquique,-20.2208,-70.1431,19.22,75,28,3.74,CL,1730745145
437,gannan,47.9147,123.5031,-3.84,64,12,4.56,CN,1730745146
438,igarape acu,-1.1289,-47.62,34.57,34,79,6.71,BR,1730745147
439,ola,59.5833,151.2833,-12.14,72,85,5.82,RU,1730745149
440,faya-largeau,17.9257,19.1043,23.89,22,0,7.71,TD,1730745150
441,sos'va,59.1766,61.8558,-1.38,64,100,4.68,RU,1730745151
442,masallatah,32.6167,14.0,19.48,77,4,2.71,LY,1730745152
443,shalazhi,43.0978,45.3608,3.8,74,5,1.16,RU,1730745153
444,akureyri,65.6835,-18.0878,7.96,76,20,4.63,IS,1730745154
445,greenland,43.0362,-70.8328,9.49,66,100,0.45,US,1730745155
446,sant antoni de portmany,38.9807,1.3036,21.16,90,20,2.06,ES,1730745156
447,kaeng khoi,14.5862,100.9976,26.33,78,67,4.25,TH,1730745157
448,eudora,38.9433,-95.0986,18.15,93,100,4.63,US,1730745158
449,krotovka,53.2858,51.1686,-1.51,97,100,2.37,RU,1730745159
450,jalqani,12.4486,34.2186,28.15,26,26,2.49,SD,1730745161
451,kansk,56.2017,95.7175,0.23,82,100,2.29,RU,1730745162
452,malango,-2.9627,119.9001,18.06,97,100,1.11,ID,1730745163
453,cadale,2.7603,46.3222,26.57,84,27,3.56,SO,1730745164
454,dogonbadan,30.3586,50.7981,22.05,49,40,0.0,IR,1730745165
455,martuk,50.7475,56.5056,-0.25,60,100,3.83,KZ,1730745167
456,san patricio,28.017,-97.5169,29.97,67,100,10.45,US,1730745170
457,auki,-8.7676,160.7034,24.62,90,100,1.85,SB,1730745171
458,linxia chengguanzhen,35.6003,103.2064,5.36,66,0,1.03,CN,1730745172
459,albertina,-22.2008,-46.6158,18.72,97,100,1.92,BR,1730745173
460,ts'nori,41.6209,45.9694,7.71,63,60,2.52,GE,1730745174
461,maumere,-8.6199,122.2111,26.73,79,81,2.9,ID,1730745175
462,magadan,59.5667,150.8,-12.08,71,86,4.97,RU,1730745176
463,sao joao da barra,-21.6403,-41.0511,27.05,85,99,7.25,BR,1730745177
464,adjumani,3.3779,31.7909,20.68,92,100,0.99,UG,1730745178
465,shimoda,34.6667,138.95,20.13,74,100,5.25,JP,1730745180
466,sandnessjoen,66.0217,12.6316,8.39,97,100,10.14,NO,1730745181
467,eydhafushi,5.1033,73.0708,27.23,78,100,4.48,MV,1730745183
468,bahia honda,22.9036,-83.1592,28.93,58,0,6.06,CU,1730745185
469,bodo,67.28,14.405,4.02,93,75,6.17,NO,1730745186
470,rye,40.9807,-73.6837,14.69,60,40,5.14,US,1730745054
471,chelm,51.1431,23.4716,3.31,61,55,2.6,PL,1730745188
472,codrington,-38.2667,141.9667,6.5,91,1,2.79,AU,1730745189
473,makurazaki,31.2667,130.3167,16.34,92,97,6.66,JP,1730745190
474,kwekwe,-18.9281,29.8149,26.02,23,6,1.86,ZW,1730745192
475,monrovia,6.3005,-10.7969,27.13,81,99,4.53,LR,1730745045
476,mondim de basto,41.4135,-7.9548,17.33,77,99,1.77,PT,1730745195
477,acajutla,13.5928,-89.8275,28.52,73,22,2.42,SV,1730745196
478,ust'-ilimsk,58.0006,102.6619,-1.12,84,100,2.03,RU,1730745197
479,santiago juxtlahuaca,17.3333,-98.0167,20.07,78,91,1.7,MX,1730745198
480,kuanda,56.3161,116.0806,-17.7,96,61,0.49,RU,1730745199
481,novo aripuana,-5.1206,-60.3797,29.9,57,100,1.09,BR,1730745200
482,annaba,36.9,7.7667,20.98,88,0,3.6,DZ,1730745201
483,oudtshoorn,-33.5907,22.2014,9.47,81,28,2.72,ZA,1730745204
484,gaalkacyo,6.7697,47.4308,26.79,59,11,7.85,SO,1730745205
485,i-n-salah,27.1935,2.4607,29.69,14,100,2.55,DZ,1730745206
486,khovd,48.0056,91.6419,-1.18,66,86,0.74,MN,1730745207
487,portland,45.5234,-122.6762,10.45,89,98,4.92,US,1730744857
488,bamboo flat,11.7,92.7167,27.05,83,20,2.57,IN,1730745209
489,caleta de carquin,-11.0925,-77.6267,20.48,78,66,5.14,PE,1730745210
490,felege neway,6.3,36.8833,18.01,86,100,1.22,ET,1730745211
491,pangai,-19.8,-174.35,22.06,88,100,6.69,TO,1730745212
492,buritis,-15.6178,-46.4233,27.8,68,100,0.46,BR,1730745214
493,pathein,16.7833,94.7333,23.74,92,13,1.91,MM,1730745215
494,bodaybo,57.8506,114.1933,-18.96,100,76,0.92,RU,1730745216
495,homer,59.6425,-151.5483,2.11,70,75,5.36,US,1730745219
496,taghazout,30.5426,-9.7112,22.67,44,56,2.76,MA,1730745220
497,xining,36.6167,101.7667,3.43,71,0,0.73,CN,1730745221
498,asau,46.4333,26.4,2.38,78,12,1.68,RO,1730745223
499,burang,30.25,81.1667,0.89,80,5,0.22,CN,1730745224
500,port moresby,-9.4431,147.1797,25.68,94,75,2.57,PG,1730745225
501,jaru,-10.4389,-62.4664,35.44,38,99,2.91,BR,1730745226
502,jorpeland,59.0225,6.0408,9.42,99,99,1.38,NO,1730745227
503,volda,62.1476,6.0741,11.96,89,100,2.09,NO,1730745228
504,kyzylorda,44.8528,65.5092,2.01,87,0,2.0,KZ,1730745229
505,banfora,10.6333,-4.7667,26.88,35,21,2.24,BF,1730745230
506,kavieng,-2.5744,150.7967,27.42,74,100,0.21,PG,1730745231
507,sandersdorf,51.6333,12.2667,8.71,96,93,2.23,DE,1730745232
508,youkounkoun,12.5333,-13.1333,28.52,46,4,0.66,GN,1730745234
509,arroio dos ratos,-30.0772,-51.7292,28.84,57,37,3.15,BR,1730745235
510,quepos,9.4236,-84.1652,24.6,92,100,1.38,CR,1730745236
511,hutchinson,38.0608,-97.9298,15.97,99,100,2.57,US,1730745237
512,east ballina,-28.8667,153.5833,20.11,94,10,4.29,AU,1730745238
513,cromer,52.9312,1.2989,11.0,87,100,2.24,GB,1730745239
514,beihai,21.4833,109.1,20.51,90,99,7.08,CN,1730745240
515,mccook,40.2019,-100.6257,10.03,57,75,8.75,US,1730745241
516,talugtug,15.7778,120.8111,22.66,88,100,1.1,PH,1730745242
517,birjand,32.8663,59.2211,17.26,25,0,3.09,IR,1730745243
518,rajshahi,24.3667,88.6,23.68,73,0,1.15,BD,1730745244
519,balikpapan,-1.2675,116.8289,24.55,83,40,2.06,ID,1730745246
520,brookhaven,31.5791,-90.4407,27.92,60,81,5.14,US,1730745247
521,sitionuevo,10.7774,-74.7205,30.09,74,40,5.14,CO,1730745248
522,cruzeiro do sul,-29.5128,-51.9853,30.84,71,100,1.17,BR,1730745249
523,bayanhongor,46.7167,100.1167,-15.55,84,20,1.85,MN,1730745250
524,ulaangom,49.9811,92.0667,-2.66,75,100,0.93,MN,1730745251
525,montrose,38.4166,-108.2673,-1.06,67,92,3.61,US,1730745252
526,mount pearl,47.5166,-52.7813,2.86,68,100,7.2,CA,1730745253
527,nuku'alofa,-21.1333,-175.2,22.19,88,75,4.12,TO,1730745254
528,lupane,-18.9315,27.807,27.2,28,64,1.11,ZW,1730745255
529,assai,-23.3733,-50.8414,26.92,74,89,3.53,BR,1730745256
530,port alberni,49.2413,-124.8028,11.07,86,38,3.58,CA,1730745258
531,bisceglie,41.242,16.5044,17.77,73,7,1.52,IT,1730745259
532,sumbawa besar,-8.5,117.4333,22.7,86,22,1.85,ID,1730745260
533,nieves,15.3274,120.9485,23.44,92,11,1.13,PH,1730745261
534,katsuura,35.1333,140.3,20.94,73,0,6.04,JP,1730745262
535,lospalos,-8.5186,127.0025,22.27,93,100,1.8,TL,1730745263
536,huaihua,27.5494,109.9592,15.82,65,16,1.85,CN,1730745264
537,saraktash,51.7866,51.7866,-1.69,97,100,5.99,RU,1730745265
538,abohar,30.15,74.1833,23.91,25,0,1.82,IN,1730745266
539,jhinjhak,26.5667,79.7333,23.59,32,0,1.53,IN,1730745267
540,pacasmayo,-7.4006,-79.5714,21.16,74,100,7.72,PE,1730745269
541,kawambwa,-9.7915,29.0791,19.57,77,32,1.45,ZM,1730745270
542,abaete,-19.16,-45.4458,21.52,90,100,2.31,BR,1730745271
543,kodinsk,58.6881,99.1844,-0.89,94,99,2.25,RU,1730745272
544,grand falls-windsor,48.9332,-55.6649,1.39,63,99,1.79,CA,1730745273
545,nova vicosa,-17.8919,-39.3719,26.69,69,12,5.51,BR,1730745274
546,queenstown,-31.8976,26.8753,6.63,84,100,5.37,ZA,1730745275
547,kanniyakumari,8.0833,77.5667,26.67,77,100,1.6,IN,1730745276
548,biloela,-24.4167,150.5,18.08,91,2,1.3,AU,1730745277
549,jinghong,21.991,100.7341,17.84,78,44,0.92,CN,1730745278
550,verkhnevilyuysk,63.4453,120.3167,-24.21,100,81,1.2,RU,1730745280
551,sinabang,2.4803,96.3801,25.67,85,100,0.84,ID,1730745281
552,arica,-18.475,-70.3042,21.13,56,0,6.69,CL,1730745171
553,baardheere,2.3446,42.2764,26.5,75,87,3.11,SO,1730745283
